"","ID","gene","pathway_name"
"44585","R-HSA-2132295","SEC24C","MHC class II antigen presentation"
"44586","R-HSA-2132295","DCTN2","MHC class II antigen presentation"
"44587","R-HSA-2132295","HLA-DRA","MHC class II antigen presentation"
"44588","R-HSA-2132295","DNM1","MHC class II antigen presentation"
"44589","R-HSA-2132295","AP1G1","MHC class II antigen presentation"
"44590","R-HSA-2132295","TUBB8","MHC class II antigen presentation"
"44591","R-HSA-2132295","TUBA3C","MHC class II antigen presentation"
"44592","R-HSA-2132295","DYNC1I1","MHC class II antigen presentation"
"44593","R-HSA-2132295","KIF23","MHC class II antigen presentation"
"44594","R-HSA-2132295","KIF3C","MHC class II antigen presentation"
"44595","R-HSA-2132295","AP1B1","MHC class II antigen presentation"
"44596","R-HSA-2132295","KIF26A","MHC class II antigen presentation"
"44597","R-HSA-2132295","KIF2A","MHC class II antigen presentation"
"44598","R-HSA-2132295","KIF2C","MHC class II antigen presentation"
"44599","R-HSA-2132295","TUBB4B","MHC class II antigen presentation"
"44600","R-HSA-2132295","CTSO","MHC class II antigen presentation"
"44601","R-HSA-2132295","TUBAL3","MHC class II antigen presentation"
"44602","R-HSA-2132295","ARF1","MHC class II antigen presentation"
"44603","R-HSA-2132295","CTSE","MHC class II antigen presentation"
"44604","R-HSA-2132295","HLA-DPB1","MHC class II antigen presentation"
"44605","R-HSA-2132295","DYNLL2","MHC class II antigen presentation"
"44606","R-HSA-2132295","DNM3","MHC class II antigen presentation"
"44607","R-HSA-2132295","CLTA","MHC class II antigen presentation"
"44608","R-HSA-2132295","TUBB4A","MHC class II antigen presentation"
"44609","R-HSA-2132295","HLA-DPA1","MHC class II antigen presentation"
"44610","R-HSA-2132295","DYNC1I2","MHC class II antigen presentation"
"44611","R-HSA-2132295","CD74","MHC class II antigen presentation"
"44612","R-HSA-2132295","KIF5B","MHC class II antigen presentation"
"44613","R-HSA-2132295","HLA-DQA1","MHC class II antigen presentation"
"44614","R-HSA-2132295","ACTR10","MHC class II antigen presentation"
"44615","R-HSA-2132295","KIF4A","MHC class II antigen presentation"
"44616","R-HSA-2132295","HLA-DRB1","MHC class II antigen presentation"
"44617","R-HSA-2132295","HLA-DMB","MHC class II antigen presentation"
"44618","R-HSA-2132295","AP2A1","MHC class II antigen presentation"
"44619","R-HSA-2132295","RAB7A","MHC class II antigen presentation"
"44620","R-HSA-2132295","CAPZB","MHC class II antigen presentation"
"44621","R-HSA-2132295","HLA-DRB3","MHC class II antigen presentation"
"44622","R-HSA-2132295","CTSA","MHC class II antigen presentation"
"44623","R-HSA-2132295","KIF5A","MHC class II antigen presentation"
"44624","R-HSA-2132295","DCTN3","MHC class II antigen presentation"
"44625","R-HSA-2132295","CLTC","MHC class II antigen presentation"
"44626","R-HSA-2132295","AP2B1","MHC class II antigen presentation"
"44627","R-HSA-2132295","HLA-DOA","MHC class II antigen presentation"
"44628","R-HSA-2132295","CAPZA1","MHC class II antigen presentation"
"44629","R-HSA-2132295","TUBB2A","MHC class II antigen presentation"
"44630","R-HSA-2132295","TUBA1B","MHC class II antigen presentation"
"44631","R-HSA-2132295","CTSF","MHC class II antigen presentation"
"44632","R-HSA-2132295","RILP","MHC class II antigen presentation"
"44633","R-HSA-2132295","TUBB3","MHC class II antigen presentation"
"44634","R-HSA-2132295","DYNC1H1","MHC class II antigen presentation"
"44635","R-HSA-2132295","AP2A2","MHC class II antigen presentation"
"44636","R-HSA-2132295","HLA-DOB","MHC class II antigen presentation"
"44637","R-HSA-2132295","DCTN4","MHC class II antigen presentation"
"44638","R-HSA-2132295","CTSL","MHC class II antigen presentation"
"44639","R-HSA-2132295","HLA-DRB5","MHC class II antigen presentation"
"44640","R-HSA-2132295","CTSD","MHC class II antigen presentation"
"44641","R-HSA-2132295","CANX","MHC class II antigen presentation"
"44642","R-HSA-2132295","SEC13","MHC class II antigen presentation"
"44643","R-HSA-2132295","KIF22","MHC class II antigen presentation"
"44644","R-HSA-2132295","TUBB1","MHC class II antigen presentation"
"44645","R-HSA-2132295","CTSC","MHC class II antigen presentation"
"44646","R-HSA-2132295","KLC4","MHC class II antigen presentation"
"44647","R-HSA-2132295","CTSB","MHC class II antigen presentation"
"45047","R-HSA-2172127","KIR2DS4","DAP12 interactions"
"45048","R-HSA-2172127","RAC1","DAP12 interactions"
"45049","R-HSA-2172127","KLRD1","DAP12 interactions"
"45050","R-HSA-2172127","KIR3DS1","DAP12 interactions"
"45051","R-HSA-2172127","PIK3R1","DAP12 interactions"
"45052","R-HSA-2172127","KIR2DS1","DAP12 interactions"
"45053","R-HSA-2172127","TYROBP","DAP12 interactions"
"45054","R-HSA-2172127","TREM2","DAP12 interactions"
"45055","R-HSA-2172127","KIR2DS2","DAP12 interactions"
"45056","R-HSA-2172127","KLRC4-KLRK1","DAP12 interactions"
"45057","R-HSA-2172127","KLRC4-KLRK1","DAP12 interactions"
"45058","R-HSA-2172127","SOS1","DAP12 interactions"
"45059","R-HSA-2172127","CD300LB","DAP12 interactions"
"45060","R-HSA-2172127","VAV2","DAP12 interactions"
"45061","R-HSA-2172127","KLRK1","DAP12 interactions"
"45062","R-HSA-2172127","TREM2","DAP12 interactions"
"45063","R-HSA-2172127","NCR2","DAP12 interactions"
"45064","R-HSA-2172127","VAV3","DAP12 interactions"
"45065","R-HSA-2172127","SIGLEC14","DAP12 interactions"
"45066","R-HSA-2172127","HLA-C","DAP12 interactions"
"45067","R-HSA-2172127","CD300E","DAP12 interactions"
"45068","R-HSA-2172127","PIK3R2","DAP12 interactions"
"45069","R-HSA-2172127","LCK","DAP12 interactions"
"45070","R-HSA-2172127","CLEC5A","DAP12 interactions"
"45071","R-HSA-2172127","KLRK1","DAP12 interactions"
"45072","R-HSA-2172127","PIK3CB","DAP12 interactions"
"45073","R-HSA-2172127","SIRPB1","DAP12 interactions"
"45074","R-HSA-2172127","KLRC2","DAP12 interactions"
"45075","R-HSA-2172127","TYROBP","DAP12 interactions"
"45076","R-HSA-2172127","GRB2","DAP12 interactions"
"45077","R-HSA-2172127","PIK3CA","DAP12 interactions"
"45078","R-HSA-2172127","NRAS","DAP12 interactions"
"45079","R-HSA-2172127","HLA-E","DAP12 interactions"
"45080","R-HSA-2172127","KIR2DS5","DAP12 interactions"
"45081","R-HSA-2172127","KRAS","DAP12 interactions"
"45082","R-HSA-2172127","LCK","DAP12 interactions"
"45083","R-HSA-2172127","HLA-E","DAP12 interactions"
"45084","R-HSA-2172127","HRAS","DAP12 interactions"
"45085","R-HSA-2172127","B2M","DAP12 interactions"
"45086","R-HSA-2172127","PLCG1","DAP12 interactions"
"45087","R-HSA-2172127","HLA-B","DAP12 interactions"
"45088","R-HSA-2172127","FYN","DAP12 interactions"
"45089","R-HSA-2172127","SHC1","DAP12 interactions"
"45090","R-HSA-2172127","FYN","DAP12 interactions"
"45091","R-HSA-2172127","SYK","DAP12 interactions"
"45092","R-HSA-2172127","KLRD1","DAP12 interactions"
"45093","R-HSA-2172127","PLCG2","DAP12 interactions"
"45094","R-HSA-2172127","LCP2","DAP12 interactions"
"45095","R-HSA-2172127","TREM1","DAP12 interactions"
"45096","R-HSA-2172127","GRAP2","DAP12 interactions"
"45097","R-HSA-2172127","SIGLEC15","DAP12 interactions"
"45098","R-HSA-2172127","BTK","DAP12 interactions"
"45099","R-HSA-2172127","LAT","DAP12 interactions"
"45100","R-HSA-2172127","B2M","DAP12 interactions"
"45101","R-HSA-2172127","KLRC2","DAP12 interactions"
"46902","R-HSA-2424491","LAT","DAP12 signaling"
"46903","R-HSA-2424491","KLRC4-KLRK1","DAP12 signaling"
"46904","R-HSA-2424491","LCK","DAP12 signaling"
"46905","R-HSA-2424491","LCP2","DAP12 signaling"
"46906","R-HSA-2424491","HLA-E","DAP12 signaling"
"46907","R-HSA-2424491","KLRK1","DAP12 signaling"
"46908","R-HSA-2424491","FYN","DAP12 signaling"
"46909","R-HSA-2424491","LCK","DAP12 signaling"
"46910","R-HSA-2424491","KLRC2","DAP12 signaling"
"46911","R-HSA-2424491","VAV3","DAP12 signaling"
"46912","R-HSA-2424491","KLRC4-KLRK1","DAP12 signaling"
"46913","R-HSA-2424491","PLCG2","DAP12 signaling"
"46914","R-HSA-2424491","B2M","DAP12 signaling"
"46915","R-HSA-2424491","GRAP2","DAP12 signaling"
"46916","R-HSA-2424491","TREM2","DAP12 signaling"
"46917","R-HSA-2424491","PIK3CB","DAP12 signaling"
"46918","R-HSA-2424491","SOS1","DAP12 signaling"
"46919","R-HSA-2424491","HRAS","DAP12 signaling"
"46920","R-HSA-2424491","B2M","DAP12 signaling"
"46921","R-HSA-2424491","NRAS","DAP12 signaling"
"46922","R-HSA-2424491","TREM2","DAP12 signaling"
"46923","R-HSA-2424491","KLRC2","DAP12 signaling"
"46924","R-HSA-2424491","KRAS","DAP12 signaling"
"46925","R-HSA-2424491","PIK3CA","DAP12 signaling"
"46926","R-HSA-2424491","KLRD1","DAP12 signaling"
"46927","R-HSA-2424491","KLRD1","DAP12 signaling"
"46928","R-HSA-2424491","VAV2","DAP12 signaling"
"46929","R-HSA-2424491","KLRK1","DAP12 signaling"
"46930","R-HSA-2424491","PIK3R2","DAP12 signaling"
"46931","R-HSA-2424491","SYK","DAP12 signaling"
"46932","R-HSA-2424491","RAC1","DAP12 signaling"
"46933","R-HSA-2424491","SHC1","DAP12 signaling"
"46934","R-HSA-2424491","PLCG1","DAP12 signaling"
"46935","R-HSA-2424491","PIK3R1","DAP12 signaling"
"46936","R-HSA-2424491","HLA-E","DAP12 signaling"
"46937","R-HSA-2424491","GRB2","DAP12 signaling"
"46938","R-HSA-2424491","TYROBP","DAP12 signaling"
"46939","R-HSA-2424491","TYROBP","DAP12 signaling"
"46940","R-HSA-2424491","FYN","DAP12 signaling"
"46941","R-HSA-2424491","BTK","DAP12 signaling"
"47157","R-HSA-2454202","PSMB5","Fc epsilon receptor (FCERI) signaling"
"47158","R-HSA-2454202","NRAS","Fc epsilon receptor (FCERI) signaling"
"47159","R-HSA-2454202","PSMA3","Fc epsilon receptor (FCERI) signaling"
"47160","R-HSA-2454202","UBE2V1","Fc epsilon receptor (FCERI) signaling"
"47161","R-HSA-2454202","NFATC1","Fc epsilon receptor (FCERI) signaling"
"47162","R-HSA-2454202","PSME1","Fc epsilon receptor (FCERI) signaling"
"47163","R-HSA-2454202","PAK2","Fc epsilon receptor (FCERI) signaling"
"47164","R-HSA-2454202","PSMC4","Fc epsilon receptor (FCERI) signaling"
"47165","R-HSA-2454202","PSMB4","Fc epsilon receptor (FCERI) signaling"
"47166","R-HSA-2454202","MALT1","Fc epsilon receptor (FCERI) signaling"
"47167","R-HSA-2454202","UBA52","Fc epsilon receptor (FCERI) signaling"
"47168","R-HSA-2454202","SOS1","Fc epsilon receptor (FCERI) signaling"
"47169","R-HSA-2454202","AHCYL1","Fc epsilon receptor (FCERI) signaling"
"47170","R-HSA-2454202","SHC1","Fc epsilon receptor (FCERI) signaling"
"47171","R-HSA-2454202","RASGRP2","Fc epsilon receptor (FCERI) signaling"
"47172","R-HSA-2454202","VAV3","Fc epsilon receptor (FCERI) signaling"
"47173","R-HSA-2454202","PSMC6","Fc epsilon receptor (FCERI) signaling"
"47174","R-HSA-2454202","PPP3R1","Fc epsilon receptor (FCERI) signaling"
"47175","R-HSA-2454202","PIK3CB","Fc epsilon receptor (FCERI) signaling"
"47176","R-HSA-2454202","MAPK10","Fc epsilon receptor (FCERI) signaling"
"47177","R-HSA-2454202","JUN","Fc epsilon receptor (FCERI) signaling"
"47178","R-HSA-2454202","GRAP2","Fc epsilon receptor (FCERI) signaling"
"47179","R-HSA-2454202","PSMD1","Fc epsilon receptor (FCERI) signaling"
"47180","R-HSA-2454202","PAK1","Fc epsilon receptor (FCERI) signaling"
"47181","R-HSA-2454202","PIK3R2","Fc epsilon receptor (FCERI) signaling"
"47182","R-HSA-2454202","UBB","Fc epsilon receptor (FCERI) signaling"
"47183","R-HSA-2454202","MAP3K1","Fc epsilon receptor (FCERI) signaling"
"47184","R-HSA-2454202","GAB2","Fc epsilon receptor (FCERI) signaling"
"47185","R-HSA-2454202","CALM2","Fc epsilon receptor (FCERI) signaling"
"47186","R-HSA-2454202","PSMD5","Fc epsilon receptor (FCERI) signaling"
"47187","R-HSA-2454202","PSMA8","Fc epsilon receptor (FCERI) signaling"
"47188","R-HSA-2454202","PSMD6","Fc epsilon receptor (FCERI) signaling"
"47189","R-HSA-2454202","PSMD8","Fc epsilon receptor (FCERI) signaling"
"47190","R-HSA-2454202","KRAS","Fc epsilon receptor (FCERI) signaling"
"47191","R-HSA-2454202","FBXW11","Fc epsilon receptor (FCERI) signaling"
"47192","R-HSA-2454202","NFKB1","Fc epsilon receptor (FCERI) signaling"
"47193","R-HSA-2454202","LAT","Fc epsilon receptor (FCERI) signaling"
"47194","R-HSA-2454202","PSMC3","Fc epsilon receptor (FCERI) signaling"
"47195","R-HSA-2454202","PSMF1","Fc epsilon receptor (FCERI) signaling"
"47196","R-HSA-2454202","PSMD14","Fc epsilon receptor (FCERI) signaling"
"47197","R-HSA-2454202","PSMD3","Fc epsilon receptor (FCERI) signaling"
"47198","R-HSA-2454202","PEDS1-UBE2V1","Fc epsilon receptor (FCERI) signaling"
"47199","R-HSA-2454202","CUL1","Fc epsilon receptor (FCERI) signaling"
"47200","R-HSA-2454202","VAV3","Fc epsilon receptor (FCERI) signaling"
"47201","R-HSA-2454202","MALT1","Fc epsilon receptor (FCERI) signaling"
"47202","R-HSA-2454202","CARD11","Fc epsilon receptor (FCERI) signaling"
"47203","R-HSA-2454202","UBE2D2","Fc epsilon receptor (FCERI) signaling"
"47204","R-HSA-2454202","TEC","Fc epsilon receptor (FCERI) signaling"
"47205","R-HSA-2454202","FOS","Fc epsilon receptor (FCERI) signaling"
"47206","R-HSA-2454202","UBE2D1","Fc epsilon receptor (FCERI) signaling"
"47207","R-HSA-2454202","PSMD9","Fc epsilon receptor (FCERI) signaling"
"47208","R-HSA-2454202","LAT2","Fc epsilon receptor (FCERI) signaling"
"47209","R-HSA-2454202","PPP3CB","Fc epsilon receptor (FCERI) signaling"
"47210","R-HSA-2454202","FCER1G","Fc epsilon receptor (FCERI) signaling"
"47211","R-HSA-2454202","PSMA1","Fc epsilon receptor (FCERI) signaling"
"47212","R-HSA-2454202","MAP2K4","Fc epsilon receptor (FCERI) signaling"
"47213","R-HSA-2454202","MAP3K1","Fc epsilon receptor (FCERI) signaling"
"47214","R-HSA-2454202","PSMD7","Fc epsilon receptor (FCERI) signaling"
"47215","R-HSA-2454202","ITPR3","Fc epsilon receptor (FCERI) signaling"
"47216","R-HSA-2454202","PSMA4","Fc epsilon receptor (FCERI) signaling"
"47217","R-HSA-2454202","RAC1","Fc epsilon receptor (FCERI) signaling"
"47218","R-HSA-2454202","PSMB8","Fc epsilon receptor (FCERI) signaling"
"47219","R-HSA-2454202","TEC","Fc epsilon receptor (FCERI) signaling"
"47220","R-HSA-2454202","PSMA7","Fc epsilon receptor (FCERI) signaling"
"47221","R-HSA-2454202","RASGRP1","Fc epsilon receptor (FCERI) signaling"
"47222","R-HSA-2454202","VAV1","Fc epsilon receptor (FCERI) signaling"
"47223","R-HSA-2454202","PSMB10","Fc epsilon receptor (FCERI) signaling"
"47224","R-HSA-2454202","PIK3R1","Fc epsilon receptor (FCERI) signaling"
"47225","R-HSA-2454202","PSMB11","Fc epsilon receptor (FCERI) signaling"
"47226","R-HSA-2454202","NFKBIA","Fc epsilon receptor (FCERI) signaling"
"47227","R-HSA-2454202","BCL10","Fc epsilon receptor (FCERI) signaling"
"47228","R-HSA-2454202","MAPK3","Fc epsilon receptor (FCERI) signaling"
"47229","R-HSA-2454202","PSMA2","Fc epsilon receptor (FCERI) signaling"
"47230","R-HSA-2454202","GAB2","Fc epsilon receptor (FCERI) signaling"
"47231","R-HSA-2454202","PSMC1","Fc epsilon receptor (FCERI) signaling"
"47232","R-HSA-2454202","PSMD13","Fc epsilon receptor (FCERI) signaling"
"47233","R-HSA-2454202","TRAF6","Fc epsilon receptor (FCERI) signaling"
"47234","R-HSA-2454202","NFATC3","Fc epsilon receptor (FCERI) signaling"
"47235","R-HSA-2454202","PSMC5","Fc epsilon receptor (FCERI) signaling"
"47236","R-HSA-2454202","HRAS","Fc epsilon receptor (FCERI) signaling"
"47237","R-HSA-2454202","TAB3","Fc epsilon receptor (FCERI) signaling"
"47238","R-HSA-2454202","FCER1G","Fc epsilon receptor (FCERI) signaling"
"47239","R-HSA-2454202","PSMA5","Fc epsilon receptor (FCERI) signaling"
"47240","R-HSA-2454202","LYN","Fc epsilon receptor (FCERI) signaling"
"47241","R-HSA-2454202","GRB2","Fc epsilon receptor (FCERI) signaling"
"47242","R-HSA-2454202","IKBKG","Fc epsilon receptor (FCERI) signaling"
"47243","R-HSA-2454202","PAK1","Fc epsilon receptor (FCERI) signaling"
"47244","R-HSA-2454202","PSMB7","Fc epsilon receptor (FCERI) signaling"
"47245","R-HSA-2454202","MS4A2","Fc epsilon receptor (FCERI) signaling"
"47246","R-HSA-2454202","ITK","Fc epsilon receptor (FCERI) signaling"
"47247","R-HSA-2454202","NFATC2","Fc epsilon receptor (FCERI) signaling"
"47248","R-HSA-2454202","UBC","Fc epsilon receptor (FCERI) signaling"
"47249","R-HSA-2454202","LAT2","Fc epsilon receptor (FCERI) signaling"
"47250","R-HSA-2454202","LAT","Fc epsilon receptor (FCERI) signaling"
"47251","R-HSA-2454202","SOS1","Fc epsilon receptor (FCERI) signaling"
"47252","R-HSA-2454202","CARD11","Fc epsilon receptor (FCERI) signaling"
"47253","R-HSA-2454202","MAP2K7","Fc epsilon receptor (FCERI) signaling"
"47254","R-HSA-2454202","BTK","Fc epsilon receptor (FCERI) signaling"
"47255","R-HSA-2454202","ITPR1","Fc epsilon receptor (FCERI) signaling"
"47256","R-HSA-2454202","PRKCQ","Fc epsilon receptor (FCERI) signaling"
"47257","R-HSA-2454202","CHUK","Fc epsilon receptor (FCERI) signaling"
"47258","R-HSA-2454202","PSME3","Fc epsilon receptor (FCERI) signaling"
"47259","R-HSA-2454202","PSMB1","Fc epsilon receptor (FCERI) signaling"
"47260","R-HSA-2454202","FCER1A","Fc epsilon receptor (FCERI) signaling"
"47261","R-HSA-2454202","PLCG1","Fc epsilon receptor (FCERI) signaling"
"47262","R-HSA-2454202","PRKCQ","Fc epsilon receptor (FCERI) signaling"
"47263","R-HSA-2454202","IKBKB","Fc epsilon receptor (FCERI) signaling"
"47264","R-HSA-2454202","SEM1","Fc epsilon receptor (FCERI) signaling"
"47265","R-HSA-2454202","RPS27A","Fc epsilon receptor (FCERI) signaling"
"47266","R-HSA-2454202","PLCG2","Fc epsilon receptor (FCERI) signaling"
"47267","R-HSA-2454202","PSMA6","Fc epsilon receptor (FCERI) signaling"
"47268","R-HSA-2454202","CDC34","Fc epsilon receptor (FCERI) signaling"
"47269","R-HSA-2454202","BCL10","Fc epsilon receptor (FCERI) signaling"
"47270","R-HSA-2454202","PSMB9","Fc epsilon receptor (FCERI) signaling"
"47271","R-HSA-2454202","CALM1","Fc epsilon receptor (FCERI) signaling"
"47272","R-HSA-2454202","PSMB2","Fc epsilon receptor (FCERI) signaling"
"47273","R-HSA-2454202","TAB2","Fc epsilon receptor (FCERI) signaling"
"47274","R-HSA-2454202","PLCG1","Fc epsilon receptor (FCERI) signaling"
"47275","R-HSA-2454202","LCP2","Fc epsilon receptor (FCERI) signaling"
"47276","R-HSA-2454202","CALM3","Fc epsilon receptor (FCERI) signaling"
"47277","R-HSA-2454202","FCER1A","Fc epsilon receptor (FCERI) signaling"
"47278","R-HSA-2454202","MAPK1","Fc epsilon receptor (FCERI) signaling"
"47279","R-HSA-2454202","PLCG2","Fc epsilon receptor (FCERI) signaling"
"47280","R-HSA-2454202","MS4A2","Fc epsilon receptor (FCERI) signaling"
"47281","R-HSA-2454202","PSMD2","Fc epsilon receptor (FCERI) signaling"
"47282","R-HSA-2454202","VAV1","Fc epsilon receptor (FCERI) signaling"
"47283","R-HSA-2454202","PDPK1","Fc epsilon receptor (FCERI) signaling"
"47284","R-HSA-2454202","TXK","Fc epsilon receptor (FCERI) signaling"
"47285","R-HSA-2454202","BTK","Fc epsilon receptor (FCERI) signaling"
"47286","R-HSA-2454202","CALM2","Fc epsilon receptor (FCERI) signaling"
"47287","R-HSA-2454202","SKP1","Fc epsilon receptor (FCERI) signaling"
"47288","R-HSA-2454202","MAP3K7","Fc epsilon receptor (FCERI) signaling"
"47289","R-HSA-2454202","PSMB6","Fc epsilon receptor (FCERI) signaling"
"47290","R-HSA-2454202","SYK","Fc epsilon receptor (FCERI) signaling"
"47291","R-HSA-2454202","TAB1","Fc epsilon receptor (FCERI) signaling"
"47292","R-HSA-2454202","PSMD4","Fc epsilon receptor (FCERI) signaling"
"47293","R-HSA-2454202","VAV2","Fc epsilon receptor (FCERI) signaling"
"47294","R-HSA-2454202","BTRC","Fc epsilon receptor (FCERI) signaling"
"47295","R-HSA-2454202","GRAP2","Fc epsilon receptor (FCERI) signaling"
"47296","R-HSA-2454202","PSME4","Fc epsilon receptor (FCERI) signaling"
"47297","R-HSA-2454202","PIK3CA","Fc epsilon receptor (FCERI) signaling"
"47298","R-HSA-2454202","ITK","Fc epsilon receptor (FCERI) signaling"
"47299","R-HSA-2454202","PSMD12","Fc epsilon receptor (FCERI) signaling"
"47300","R-HSA-2454202","CALM1","Fc epsilon receptor (FCERI) signaling"
"47301","R-HSA-2454202","MAPK8","Fc epsilon receptor (FCERI) signaling"
"47302","R-HSA-2454202","PPP3CA","Fc epsilon receptor (FCERI) signaling"
"47303","R-HSA-2454202","LYN","Fc epsilon receptor (FCERI) signaling"
"47304","R-HSA-2454202","SHC1","Fc epsilon receptor (FCERI) signaling"
"47305","R-HSA-2454202","UBE2N","Fc epsilon receptor (FCERI) signaling"
"47306","R-HSA-2454202","LCP2","Fc epsilon receptor (FCERI) signaling"
"47307","R-HSA-2454202","RELA","Fc epsilon receptor (FCERI) signaling"
"47308","R-HSA-2454202","VAV2","Fc epsilon receptor (FCERI) signaling"
"47309","R-HSA-2454202","PSMD11","Fc epsilon receptor (FCERI) signaling"
"47310","R-HSA-2454202","SYK","Fc epsilon receptor (FCERI) signaling"
"47311","R-HSA-2454202","PSMC2","Fc epsilon receptor (FCERI) signaling"
"47312","R-HSA-2454202","FYN","Fc epsilon receptor (FCERI) signaling"
"47313","R-HSA-2454202","MAPK9","Fc epsilon receptor (FCERI) signaling"
"47314","R-HSA-2454202","RASGRP4","Fc epsilon receptor (FCERI) signaling"
"47315","R-HSA-2454202","ITPR2","Fc epsilon receptor (FCERI) signaling"
"47316","R-HSA-2454202","CALM3","Fc epsilon receptor (FCERI) signaling"
"47317","R-HSA-2454202","GRB2","Fc epsilon receptor (FCERI) signaling"
"47318","R-HSA-2454202","PSMB3","Fc epsilon receptor (FCERI) signaling"
"47319","R-HSA-2454202","TXK","Fc epsilon receptor (FCERI) signaling"
"47320","R-HSA-2454202","PSMD10","Fc epsilon receptor (FCERI) signaling"
"47321","R-HSA-2454202","PSME2","Fc epsilon receptor (FCERI) signaling"
"47322","R-HSA-2454202","PAK2","Fc epsilon receptor (FCERI) signaling"
"48678","R-HSA-2562578","FADD","TRIF-mediated programmed cell death"
"48679","R-HSA-2562578","LY96","TRIF-mediated programmed cell death"
"48680","R-HSA-2562578","TMED7-TICAM2","TRIF-mediated programmed cell death"
"48681","R-HSA-2562578","TICAM1","TRIF-mediated programmed cell death"
"48682","R-HSA-2562578","CASP8","TRIF-mediated programmed cell death"
"48683","R-HSA-2562578","RIPK3","TRIF-mediated programmed cell death"
"48684","R-HSA-2562578","TICAM2","TRIF-mediated programmed cell death"
"48685","R-HSA-2562578","RIPK1","TRIF-mediated programmed cell death"
"48686","R-HSA-2562578","TLR4","TRIF-mediated programmed cell death"
"48687","R-HSA-2562578","CD14","TRIF-mediated programmed cell death"
"49325","R-HSA-2730905","LAT2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49326","R-HSA-2730905","FCER1A","Role of LAT2/NTAL/LAB on calcium mobilization"
"49327","R-HSA-2730905","GRB2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49328","R-HSA-2730905","SYK","Role of LAT2/NTAL/LAB on calcium mobilization"
"49329","R-HSA-2730905","PDPK1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49330","R-HSA-2730905","LYN","Role of LAT2/NTAL/LAB on calcium mobilization"
"49331","R-HSA-2730905","GAB2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49332","R-HSA-2730905","MS4A2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49333","R-HSA-2730905","LAT2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49334","R-HSA-2730905","FCER1A","Role of LAT2/NTAL/LAB on calcium mobilization"
"49335","R-HSA-2730905","MS4A2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49336","R-HSA-2730905","FCER1G","Role of LAT2/NTAL/LAB on calcium mobilization"
"49337","R-HSA-2730905","PIK3R1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49338","R-HSA-2730905","SHC1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49339","R-HSA-2730905","SHC1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49340","R-HSA-2730905","GRB2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49341","R-HSA-2730905","SOS1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49342","R-HSA-2730905","PIK3CB","Role of LAT2/NTAL/LAB on calcium mobilization"
"49343","R-HSA-2730905","FYN","Role of LAT2/NTAL/LAB on calcium mobilization"
"49344","R-HSA-2730905","FCER1G","Role of LAT2/NTAL/LAB on calcium mobilization"
"49345","R-HSA-2730905","SYK","Role of LAT2/NTAL/LAB on calcium mobilization"
"49346","R-HSA-2730905","SOS1","Role of LAT2/NTAL/LAB on calcium mobilization"
"49347","R-HSA-2730905","PIK3CA","Role of LAT2/NTAL/LAB on calcium mobilization"
"49348","R-HSA-2730905","PIK3R2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49349","R-HSA-2730905","GAB2","Role of LAT2/NTAL/LAB on calcium mobilization"
"49350","R-HSA-2730905","LYN","Role of LAT2/NTAL/LAB on calcium mobilization"
"49351","R-HSA-2855086","MASP2","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"49352","R-HSA-2855086","FCN1","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"49353","R-HSA-2855086","FCN2","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"49354","R-HSA-2855086","FCN3","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"49355","R-HSA-2855086","MASP1","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"49356","R-HSA-2871796","GRAP2","FCERI mediated MAPK activation"
"49357","R-HSA-2871796","PAK1","FCERI mediated MAPK activation"
"49358","R-HSA-2871796","MAP2K7","FCERI mediated MAPK activation"
"49359","R-HSA-2871796","FCER1G","FCERI mediated MAPK activation"
"49360","R-HSA-2871796","MAPK1","FCERI mediated MAPK activation"
"49361","R-HSA-2871796","VAV1","FCERI mediated MAPK activation"
"49362","R-HSA-2871796","JUN","FCERI mediated MAPK activation"
"49363","R-HSA-2871796","PAK2","FCERI mediated MAPK activation"
"49364","R-HSA-2871796","SYK","FCERI mediated MAPK activation"
"49365","R-HSA-2871796","FOS","FCERI mediated MAPK activation"
"49366","R-HSA-2871796","LYN","FCERI mediated MAPK activation"
"49367","R-HSA-2871796","VAV2","FCERI mediated MAPK activation"
"49368","R-HSA-2871796","KRAS","FCERI mediated MAPK activation"
"49369","R-HSA-2871796","NRAS","FCERI mediated MAPK activation"
"49370","R-HSA-2871796","SHC1","FCERI mediated MAPK activation"
